Input,Output
What is React Router? How do you implement routing in a React application?,رد عمل روٹر کیا ہے؟آپ کسی رد عمل کی درخواست میں روٹنگ کو کس طرح نافذ کرتے ہیں؟
Describe the concept of error boundaries in React and how they help in error handling.,رد عمل میں غلطی کی حدود کے تصور کی وضاحت کریں اور وہ غلطی سے نمٹنے میں کس طرح مدد کرتے ہیں۔
What are React fragments? When and why would you use them?,رد عمل کے ٹکڑے کیا ہیں؟آپ انہیں کب اور کیوں استعمال کریں گے؟
Explain the concept of lazy loading in React and how it can improve performance.,رد عمل میں سست لوڈنگ کے تصور کی وضاحت کریں اور یہ کارکردگی کو کس طرح بہتر بنا سکتا ہے۔
How do you handle styling in React? Describe different approaches for styling React components.,آپ رد عمل میں اسٹائل کو کس طرح سنبھالتے ہیں؟اسٹائل رد عمل کے اجزاء کے ل different مختلف طریقوں کی وضاحت کریں۔
What are higher-order components (HOC) in React? Provide an example of HOC usage.,رد عمل میں اعلی آرڈر والے اجزاء (HOC) کیا ہیں؟ہاک کے استعمال کی ایک مثال پیش کریں۔
Explain the concept of React portals and their use cases.,رد عمل پورٹلز اور ان کے استعمال کے معاملات کے تصور کی وضاحت کریں۔
How do you optimize performance in React? Describe techniques for improving rendering speed.,آپ رد عمل میں کارکردگی کو کس طرح بہتر بناتے ہیں؟رینڈرنگ کی رفتار کو بہتر بنانے کی تکنیک کی وضاحت کریں۔
What is the purpose of the shouldComponentUpdate method in React? How does it optimize rendering?,رد عمل میں لازمی طور پر اپ ڈیٹ ڈیٹ طریقہ کا مقصد کیا ہے؟یہ رینڈرنگ کو کس طرح بہتر بناتا ہے؟
Describe the concept of React reconciliation and how it works during component updates.,رد عمل مفاہمت کے تصور کی وضاحت کریں اور جزو کی تازہ کاریوں کے دوران یہ کس طرح کام کرتا ہے۔
How do you handle internationalization (i18n) in React applications?,رد عمل کی ایپلی کیشنز میں آپ عالمگیریت (I18N) کو کس طرح سنبھالتے ہیں؟
Explain the concept of React testing and describe different approaches for testing React components.,رد عمل کی جانچ کے تصور کی وضاحت کریں اور رد عمل کے اجزاء کی جانچ کے ل different مختلف طریقوں کی وضاحت کریں۔
What is Redux? How does it work with React? Provide an example of Redux integration in a React application.,ریڈکس کیا ہے؟یہ رد عمل کے ساتھ کیسے کام کرتا ہے؟ایک ری ایکٹ ایپلی کیشن میں ریڈوکس انضمام کی ایک مثال پیش کریں۔
Describe the concept of React hooks testing and how you can test custom hooks.,ری ایکٹ ہکس ٹیسٹنگ کے تصور کی وضاحت کریں اور آپ کس طرح کسٹم ہکس کی جانچ کرسکتے ہیں۔
How do you handle authentication and authorization in React applications?,آپ رد عمل کی ایپلی کیشنز میں توثیق اور اجازت کو کس طرح سنبھالتے ہیں؟
Explain the concept of server-side rendering (SSR) in React. What are the benefits of SSR?,رد عمل میں سرور سائیڈ رینڈرنگ (ایس ایس آر) کے تصور کی وضاحت کریں۔ایس ایس آر کے فوائد کیا ہیں؟
What is Next.js? How does it enhance React development? Provide examples of Next.js features.,اگلا کیا ہے؟یہ رد عمل کی ترقی کو کس طرح بڑھاتا ہے؟اگلی ڈاٹ جے ایس خصوصیات کی مثالیں فراہم کریں۔
Describe the concept of code splitting in React and its benefits for optimizing bundle size.,رد عمل میں کوڈ تقسیم کرنے کے تصور اور بنڈل سائز کو بہتر بنانے کے ل its اس کے فوائد کی وضاحت کریں۔
How do you handle form validation in React? Explain different validation techniques.,آپ رد عمل میں فارم کی توثیق کو کس طرح سنبھالتے ہیں؟توثیق کی مختلف تکنیک کی وضاحت کریں۔
Explain the concept of React memoization and how it can improve performance.,رد عمل یادداشت کے تصور کی وضاحت کریں اور یہ کارکردگی کو کس طرح بہتر بنا سکتا ہے۔
What is React Fiber? How does it improve the rendering process in React?,رد عمل فائبر کیا ہے؟اس سے رد عمل میں رینڈرنگ کے عمل کو کس طرح بہتر بنایا جاتا ہے؟
How do you handle routing in a server-side rendered React application?,آپ سرور سائیڈ رینڈرڈ ری ایکٹ ایپلی کیشن میں روٹنگ کو کس طرح سنبھالتے ہیں؟
Explain the concept of React concurrent mode and its benefits for user experience.,صارف کے تجربے کے ل reac رد عمل سمورتی وضع اور اس کے فوائد کے تصور کی وضاحت کریں۔
What are React hooks rules and best practices? Describe common pitfalls and how to avoid them.,ری ایکٹ ہکس کے قواعد اور بہترین عمل کیا ہیں؟عام نقصانات اور ان سے بچنے کے طریقوں کی وضاحت کریں۔
How do you handle state management in large-scale React applications? Describe different state management libraries and their usage.,آپ بڑے پیمانے پر رد عمل کی ایپلی کیشنز میں اسٹیٹ مینجمنٹ کو کس طرح سنبھالتے ہیں؟ریاستی انتظامیہ کی مختلف لائبریریوں اور ان کے استعمال کی وضاحت کریں۔
Explain the concept of React suspense and its usage for lazy loading and data fetching.,سست لوڈنگ اور ڈیٹا بازیافت کے ل reac رد عمل کی معطلی اور اس کے استعمال کے تصور کی وضاحت کریں۔
What is React Native? How does it differ from React for web development?,آبائی رد عمل کیا ہے؟یہ ویب ڈویلپمنٹ کے رد عمل سے کیسے مختلف ہے؟
Describe the concept of serverless applications with React. How do you deploy React applications to serverless platforms?,رد عمل کے ساتھ سرور لیس ایپلی کیشنز کے تصور کی وضاحت کریں۔آپ سرور لیس پلیٹ فارمز میں ری ایکٹ ایپلی کیشنز کو کس طرح تعینات کرتے ہیں؟
How do you handle animations in React? Describe different animation libraries and approaches.,آپ رد عمل میں متحرک تصاویر کو کس طرح سنبھالتے ہیں؟مختلف حرکت پذیری لائبریریوں اور نقطہ نظر کی وضاحت کریں۔
Explain the concept of React component composition and how it promotes code reuse.,رد عمل اجزاء کی تشکیل کے تصور کی وضاحت کریں اور یہ کوڈ کے دوبارہ استعمال کو کس طرح فروغ دیتا ہے۔
What are React design patterns? Provide examples of commonly used design patterns in React applications.,رد عمل کے ڈیزائن کے نمونے کیا ہیں؟ری ایکٹ ایپلی کیشنز میں عام طور پر استعمال شدہ ڈیزائن نمونوں کی مثالیں فراہم کریں۔
